A,B,C,D
706.765701,58.70096365,82.63531734,0.829040015
2525.020377,52.1616281,136.23931,30.30918054
31.23242734,137.7384644,51.43291113,23.09125209
393.0116831,146.0980515,5.912031009,56.05948894
38.68463214,59.43653892,20.29855999,40.10258959
341.6838935,124.5540238,195.2950387,20.87996868
762.8908548,110.0987501,72.48466766,60.557641
127.7292901,175.9967971,199.3784688,54.11120113
137.1023003,123.3072534,145.3749639,52.62435356
1241.881919,114.5732454,38.19507787,24.373032
1759.925655,75.16634297,110.8758475,67.32529608
3577.408036,99.44224444,196.5219818,68.51880592
539.2503962,69.6946513,268.5883179,68.34783677
597.3157291,128.2555368,23.0268678,10.26820178
110.3670385,160.4132054,103.6721436,55.5772198
593.373864,135.5425068,71.19409275,-9.234341479
506.8369657,96.4323687,11.36815806,67.35510844
1364.268698,207.8875594,130.4298707,46.60897034
2266.596502,47.36510657,182.8571933,27.77553688
4096.931314,195.8998873,282.2741704,36.91758153
1566.815952,149.8838588,36.23896181,37.00792828
692.5775083,61.64568311,105.9701431,59.23295066
678.9708668,169.0276675,267.0904134,10.62697205
2592.78903,104.8997677,38.89344307,58.30636685
583.4777486,93.46506919,107.8947688,23.83979183
1670.416634,179.5532097,94.53236918,58.23773765
1200.559439,239.8026408,195.8116169,20.59369247
3643.255475,64.91609454,68.44527735,-11.791149
294.9481615,39.46271487,302.8869158,56.75450287
132.9582859,153.0740635,64.95316364,-0.144835687
959.6076039,118.9771506,34.82999211,19.21888391
858.272762,39.7599627,44.87791971,22.8986531
2882.862083,145.295724,124.0614815,18.31496606
229.7943877,83.94240148,251.9381449,91.22747602
3761.89599,157.614419,132.5957423,34.25116155
69.02211031,178.1051802,41.69573085,-0.958240939
133.1238739,133.8674729,282.6651084,21.13423392
651.1964579,89.35754127,16.42428353,66.52686646
909.7803914,73.03570566,35.73964684,64.18729989
1127.045465,49.59052013,63.8323706,21.0233257
135.2618508,239.1220375,70.03641741,50.22799195
239.7478581,138.0338458,17.83042537,43.12308112
930.633258,136.5647103,64.68665319,71.58981944
834.8248349,46.59153938,164.9960877,75.97451453
54.9376714,29.53832345,58.48023268,19.25316567
235.5346279,73.86754079,32.45213449,52.08998779
51.0396238,59.64198258,62.24694557,41.40459316
557.2239081,168.1475058,83.8919774,66.13358305
31.1714592,22.2498259,25.93646995,57.31624181
2008.608652,197.3405828,44.56834901,46.59249298
1789.285419,206.0332797,83.96970613,48.68159266
153.286525,120.5407737,199.4880859,31.43214946
530.2189563,239.3223944,67.76514697,87.23970724
1114.175192,68.56580947,274.8221113,67.05970062
378.004605,170.7553151,12.20962232,5.617349048
2433.938304,69.54380995,116.339029,23.54748081
1183.991155,50.83273935,132.8121424,40.65574199
61.59925926,327.0471935,177.1341188,62.63623708
1200.48297,121.8713314,97.91804593,77.15282316
175.9001694,124.9120306,177.4655581,15.31509779
164.6031416,83.12179134,131.5280838,40.24876345
34.78534018,310.404406,78.75748268,52.29080645
196.0058631,73.95530498,266.2211492,34.98969503
131.7691645,119.7989008,6.556027337,16.78891529
125.8937735,152.0557381,12.80251977,13.87970895
626.0960428,98.69044914,162.4465497,3.39499279
1305.075282,93.78468193,168.0982498,47.88631581
241.5459379,105.5740737,12.57809812,27.48448259
1171.058127,77.40339224,2.173041976,69.93420231
6393.55777,93.38562939,381.1658441,33.59277596
7500.35284,295.0321025,42.47200302,30.01836246
378.4268196,84.52831535,2.587411075,79.20953299
150.2840249,72.83223286,136.4764605,39.78450788
1051.290424,165.7455975,112.8619115,75.67866685
308.4819666,60.24356399,26.33954852,26.73407963
1710.847588,88.97227211,119.1438568,21.42401684
325.7468911,318.3620833,49.71278743,17.30113674
249.5287171,110.289661,101.2205412,84.8234826
519.8309799,100.0783597,23.2263629,37.62376491
2587.248094,48.01430629,60.18573008,38.90495412
345.8417999,149.6136805,37.32689862,29.29125603
2135.477341,170.7793648,308.0644479,39.44347237
505.9570451,152.007178,13.31868451,57.37174097
876.9177887,195.5196496,94.73271452,43.60215784
403.0174287,156.0768843,21.39183836,32.83204107
383.3968644,77.55408675,32.49806053,56.70984957
1832.946924,161.7382771,216.4228187,66.62275508
943.8272732,51.83770999,16.28613729,64.29999154
496.4998883,276.7243681,103.5158504,65.46196485
264.9619112,62.75022189,48.91644353,53.1825423
315.3823295,122.5482174,6.028509526,18.07722188
2294.380767,223.7843739,24.63724532,60.78502645
284.9329659,59.86305736,8.236428892,36.20293358
326.5688745,75.76804422,5.664511488,55.67393988
163.5268205,281.1128235,263.9818555,24.15785331
103.5954206,268.5953223,179.8127418,65.82066556
2564.045345,59.3133817,88.26540633,60.52674212
171.7215192,39.90312636,58.2754896,36.71755882
421.5838993,86.86380917,171.1533313,55.05042696
1032.453769,82.25461941,9.776201937,52.6685733
1965.746846,87.23238922,100.8588855,67.6974406
1046.641275,93.51944369,341.4595583,56.86390622
55.85110019,324.7770662,185.8161809,35.08110105
372.4296326,43.61670285,52.66358959,69.59923412
1992.956594,77.83289452,7.895893446,39.31003179
636.1737694,119.7133927,15.77727916,75.64291312
909.6138598,83.64998235,6.680799384,58.85243506
358.6371606,67.66901266,15.19044397,42.74352784
379.7787633,339.8199903,3.421784413,54.71052097
599.2362802,63.07670991,96.01492165,58.99777261
342.5769366,148.4955401,55.71297747,55.67082906
1814.158158,80.62146026,25.26162218,24.76125185
86.55343606,70.16653192,169.6401653,52.84076935
445.9270644,43.13897468,118.4429067,25.31162937
112.7078678,76.85145409,94.36949233,36.74452016
532.8147956,282.09727,4.313142918,22.70010637
133.0207495,148.6198707,15.16376356,23.70835187
1025.397793,111.169917,101.3290507,62.32817787
154.8146964,144.3351546,84.68455372,-2.977614814
24.24471744,56.95314409,129.3183445,51.93497349
618.9095941,106.7364929,268.3405914,21.24334456
728.2089746,38.42636036,192.3327281,53.6275187
136.8283282,74.23678945,153.6194581,40.86803001
1313.114586,205.0024431,277.2730628,77.57951001
802.5290403,83.6349442,121.7374295,90.29692784
7.692798034,109.5281573,34.19873661,18.83145218
5416.071023,78.82191989,20.52151363,31.89355685
463.2175895,43.56929992,102.9978137,-24.49043098
453.8572822,578.6053252,8.981332772,48.32962777
64.55086032,50.50514042,9.958753651,48.14050423
1235.348642,70.79613726,7.763716998,57.02739996
1424.155923,75.00801517,219.6528789,74.22630434
2913.054369,81.70631349,60.00124087,51.91181766
534.4309444,72.90667529,54.8664672,88.12331768
126.0309622,48.34282557,171.3243484,27.89826221
1220.881159,64.93787052,142.782817,74.90684565
779.5888199,148.2123042,7.536734403,46.53227635
295.5828095,60.07655334,36.69184252,42.51965012
457.9616877,67.23901587,3.026445156,62.46823879
1639.652429,61.95258363,121.90228,48.74642823
739.0937209,176.7403093,10.19139145,-12.44305164
217.3909075,77.58064556,36.77032024,47.6191058
631.4402781,69.76673117,0.425980602,3.025953828
656.2410011,98.72164979,92.54460053,52.01615833
711.1365133,47.37088497,143.1686534,73.63371168
659.0913818,220.2464513,114.868795,54.12629646
202.2842686,44.58455391,199.4588048,57.52231492
334.0935644,67.01195014,52.54197672,63.31332605
635.9240208,104.6892387,38.81562997,49.98087888
1155.186987,225.6233395,86.89111614,38.09086154
901.7545897,179.4477662,0.122444563,19.38312423
1431.303477,326.7343358,91.73825309,23.30744176
25.65823076,149.3347266,27.6331902,29.53269658
1590.185787,93.67558247,110.4177284,53.05698773
415.8279021,120.6368621,304.9650964,63.21569819
574.8119229,46.26939479,23.36426312,38.15971346
1496.217217,42.50854622,14.86915033,29.55299848
1409.552565,60.34212594,340.2601072,74.52033535
1343.690602,164.1362153,9.270915675,47.37491856
425.3962566,174.0514385,148.3388311,12.79366891
372.1600078,212.0046762,0.49363323,-2.077212784
1826.825414,85.82033739,132.8088129,39.18749685
928.2175526,105.4163708,88.22993548,2.614855754
911.1522579,50.35405274,10.50207708,26.95157261
5943.751797,56.85841297,29.39544151,35.07551327
1502.582515,61.58729587,62.57587878,62.74040701
1199.264253,60.64645973,63.78001956,52.67987703
648.9026709,147.0589844,33.85899982,36.19535653
2579.512594,170.3109372,155.332429,66.07429419
1534.031572,57.0530209,137.5301495,69.00498105
346.1546804,51.58617972,47.1571896,56.43125462
2401.886398,77.57966429,178.799631,79.0837527
33.28686948,180.7823521,31.50627192,28.60989772
721.4201638,149.4774588,296.0826283,47.26601507
248.0053566,70.00929524,142.7467007,40.81365937
594.5949331,105.5418664,16.35672074,54.07483742
424.2082201,237.0146914,47.45209077,11.82962309
3567.560648,68.23740463,20.15922531,66.49192051
334.8401869,51.32688825,191.0540312,65.63749152
1362.775361,151.6234441,10.95504469,57.70136904
1262.807608,174.7792122,449.6617228,70.96640686
395.6530862,72.20182681,348.434517,51.44878821
2621.647207,61.33703082,81.0777315,88.95721904
147.9378501,152.4417068,41.61825986,37.2424859
2213.077964,133.3651099,52.19039816,73.39862146
646.9764785,204.5005769,300.4958008,5.543751609
1289.504575,321.0866335,152.2329742,72.97354582
222.3740413,41.24664473,81.80699677,54.81047855
470.3782494,549.6664854,13.9915612,69.0894663
865.1935495,241.6440807,62.93278341,22.6402079
34.00868569,63.35832614,103.2461022,6.841170668
23.32496675,52.2969981,33.07177893,56.00045698
362.8498483,50.27064823,300.6965362,49.83950089
1892.94034,54.24801483,101.2530638,27.12568277
956.6545747,107.6804284,54.74546268,22.37836228
266.8827833,58.87820753,219.3528839,31.39922539
1575.771829,72.99118474,119.6686283,67.98835849
2336.352652,61.916843,386.435173,25.11429983
3107.354715,140.0198052,123.6658543,41.75292263
1565.466447,93.10231707,53.21712986,16.09069962
212.4538143,142.5523946,15.13791596,70.64881176
1872.638347,67.60239578,256.6031429,31.32424407
505.2531897,115.6844021,205.6169729,21.62953011
1336.345942,141.0720698,218.3830847,17.83700721
78.26361444,95.33554066,9.309477674,52.20051621
159.2727909,38.5051127,54.99106581,40.03434919
1639.898088,77.69835473,93.48333711,41.42338447
52.87205487,119.6512396,108.9014819,64.43006919
595.4991626,222.4262792,45.62127979,42.28342042
718.1125534,37.09844011,93.91984352,18.89123153
444.3468181,209.7986071,299.8937105,37.77088779
710.1710245,101.9998216,45.93077956,73.23253273
185.7150458,86.64197427,37.56744075,34.28687862
862.0940633,240.431465,180.6677047,19.1208393
2771.203214,114.5833436,42.92857693,37.22168197
6937.28435,50.84575627,107.5924991,3.034046707
206.7910256,116.3543481,137.9789648,68.18469608
87.76951145,83.47518094,126.8170407,40.73259853
204.6339549,48.46425496,134.1498522,16.89160205
655.6258113,122.747503,149.903791,42.94925146
262.901728,138.6150932,82.38549274,40.16011556
2271.156991,80.14228626,197.4925848,97.37637573
2610.5373,90.0407749,25.46305115,82.17253968
764.6597027,155.5678842,12.15878564,36.52582338
792.100416,43.02928598,385.1721874,87.54800244
244.3172093,91.9166059,123.8061591,47.60638168
208.1515379,120.1994262,279.2850861,56.46692116
767.2287654,150.8393127,16.6287765,28.57066192
244.8981961,108.5572573,24.13292732,47.52109799
2479.727985,67.02282813,171.8142984,30.65716004
243.4844699,66.70936648,150.8581799,59.26598352
278.5528465,148.4859498,141.5741737,83.57495965
497.8291513,96.8720205,5.510125662,77.33428619
154.3084825,53.13065638,127.3088134,22.51801973
2407.640784,96.87988633,58.41231014,82.77079504
820.9219668,96.54709613,436.5971078,26.0402422
685.1419113,200.886366,20.16919342,46.84910959
6.360847503,126.7342644,1.496819389,51.63634398
424.0178182,99.97277949,108.1108387,45.89324766
925.0430855,84.63094335,28.55799478,41.57636845
1000.349289,94.01982573,77.03349875,18.06128016
356.0470487,113.242268,68.38021388,42.76838179
994.9383391,154.874673,61.55642624,15.80508843
2164.333828,196.252531,32.59831313,33.91546115
1555.11421,111.4541871,97.04516427,37.85403022
1097.269525,78.41496962,50.42378402,59.82300575
1050.948525,89.17293839,35.17079674,14.85796258
1653.387934,219.3672395,10.46422084,9.018545931
607.6053903,37.76867215,18.66130863,44.13261868
1117.742509,107.4986931,217.5642591,15.83295205
905.6076814,66.92919839,108.0191316,9.674466986
1686.516689,72.53699114,62.10920511,10.79888507
1263.5045,108.3071595,52.26404643,52.06831929
20.64201655,218.6131486,114.6693569,68.37540023
585.5725091,33.1813913,8.418956559,65.81784287
388.1895952,106.7057692,45.51061475,53.58290064
378.16069,160.8559607,166.3147278,40.55005747
585.8828076,127.3971909,43.79502318,52.72927209
450.3640557,44.85319037,37.40041054,24.97822861
557.1983098,84.52318828,151.1360148,75.87782206
260.8604675,78.74795535,37.5167137,11.79051734
549.7253751,82.95074886,244.2867144,102.1321827
1817.650936,87.20784748,70.21522625,82.16535541
3204.068705,130.5568518,6.632503428,-4.713972285
811.5657251,130.3971827,10.0258913,32.06411622
256.575644,138.0164106,31.18456693,57.38352655
604.7922755,92.22377476,16.58191397,61.81578466
576.4787877,93.54778229,65.75398315,27.20031192
2719.811389,80.47048223,10.47497537,24.83655596
2168.620011,88.10747617,140.4783997,45.26332527
2753.478216,66.02446204,179.0170911,51.48478437
2359.595997,55.74103487,207.4516918,43.15029171
979.939932,125.7354158,147.9416516,14.32696918
196.7727367,66.15496336,9.419648861,32.44751692
1008.308549,211.4359649,318.507914,20.21231566
1029.270085,34.26028816,13.69894241,49.66397718
144.7202878,73.15266358,42.42317007,46.95316249
959.2045266,83.190804,232.8501443,40.76562529
1548.189403,74.54888366,203.1093314,26.53358329
728.2586759,127.966394,178.7784842,51.38992322
224.1381248,74.52407296,33.62987697,59.29798718
32.0664905,110.4516885,3.498901453,51.20707618
3302.889816,225.433302,153.5385211,40.87693416
1640.815724,43.0587419,5.20617982,73.80559056
436.3156147,180.352402,80.29309292,55.78786743
581.0762518,111.077345,53.33066873,47.00035574
159.9594836,88.65311301,302.3120517,46.41227343
53.67344152,75.43000022,509.3312236,56.61106791
1750.284796,104.048766,112.2665478,57.04143163
1210.910506,206.9182382,66.90624291,42.53702307
294.8319305,95.50175518,67.53692368,16.21032482
59.89207025,289.697871,409.9246607,20.88225778
3408.423297,83.8726115,15.64566748,21.17164828
764.0728626,65.60333308,35.82635577,-7.822455815
933.3241246,110.4056269,224.6346339,23.54070967
378.4838784,68.94446551,120.8878623,34.32602809
1249.226971,137.9734321,94.43587091,49.51982495
600.9319569,109.9691379,79.422212,33.02277288
1334.332203,173.3169379,500.401395,67.33389424
223.7147256,113.9693093,35.92723214,39.88306952
1092.980637,85.75705605,209.7102712,53.67433541
3879.313191,111.4378857,26.74415941,22.02913784
1411.960343,149.2147029,121.6104824,34.82247869
390.3932345,81.40189359,58.43931257,18.31433344
3331.70896,83.92181386,122.922312,18.51985273
1109.134762,97.70388606,8.496383731,55.20055334
299.284582,135.4391649,115.3059025,31.98774711
245.1034426,236.8272813,74.20230869,54.1730469
379.1803608,62.41682182,72.00174783,16.0802529
2467.491117,211.8422418,35.7092406,73.58726594
86.22126885,112.4506713,67.85789274,39.37643995
1055.41104,77.78360575,286.6150319,64.45485383
506.6918721,72.88749187,444.8393683,68.46352919
2224.505098,87.66023989,138.1228798,61.8186598
977.2652154,82.08847238,212.7073046,52.80462026
691.7767087,116.1834824,73.94545304,19.07078484
1529.941084,51.23437927,72.34910741,63.06086871
35.22537882,70.63800878,130.6819644,64.67134436
852.4508328,160.3489936,156.1013274,37.92126714
2650.98788,75.7560911,283.1514863,37.52668292
315.8919625,93.77625508,102.1395915,50.95829604
507.7586784,158.0276801,160.8911946,46.56193196
491.9169936,120.9487669,12.59876895,-9.104079938
6675.975306,68.97448838,336.3953609,46.05095038
1869.472995,52.64144349,4.092666731,51.19134563
378.2624933,87.95088954,312.6557293,13.60328366
3214.292176,157.1225117,171.108873,24.13434165
1294.957252,275.3475879,31.35159898,33.8954326
2906.97848,278.8609107,22.03305685,34.80820341
437.7915887,171.4537217,216.0529731,34.58772368
3398.235366,93.41168706,153.8286724,65.6439481
587.3467405,75.73305079,20.55955724,46.70351985
2398.821534,92.93430915,131.6259066,12.12274021
1924.585367,54.11177197,83.48310228,-0.882698345
2554.001888,154.3711779,6.479460233,58.82827742
47.98506262,76.95987186,3.126813318,35.31779204
1497.421853,82.27766043,31.08574208,97.17289956
601.3578312,95.40397799,130.8556018,62.20298792
13.5543826,89.16611195,99.45827229,42.89690531
346.6500095,58.0958156,23.721026,28.35738547
1868.328911,329.6196796,136.7347036,30.37784572
1744.795417,67.74201634,165.9563369,27.61614544
781.5277176,92.09417089,13.959029,63.72975572
15.69677005,109.9764256,123.0473743,40.22569493
1090.530502,97.27398805,56.93531435,40.4952949
2748.697741,113.6903515,4.138421096,69.94000341
1235.569098,32.95591431,53.80885891,40.01003774
280.3370357,167.0356088,35.08523279,36.12101238
591.9577749,36.63155632,68.65665146,31.62901401
659.6369487,67.23453608,34.54236002,46.73148045
932.2416692,172.5452956,33.35742846,43.07941048
664.5912365,136.2945741,134.6872601,50.01228809
42.98665933,116.4110711,147.0580205,48.90944418
53.14376563,106.3024347,18.53010877,57.8366501
287.9804577,42.62153981,36.10049021,34.00511158
4534.116346,190.4671781,0.628057749,65.18907578
1270.812604,486.0278854,107.7926941,50.69408525
46.23057693,62.94781623,30.43970906,26.46332783
1.977583859,91.36298061,51.59349157,66.41045608
1190.803512,84.56091908,62.30621446,65.43698536
1362.724929,327.7588547,28.65002664,11.41646396
95.41181056,135.1207706,48.37757935,59.47481866
751.8275919,102.1486771,216.8370119,45.9012205
1796.24798,131.4941341,87.0352432,27.19041619
479.9244488,89.42611757,340.4818004,69.53313818
926.6025694,192.2551415,275.8749479,36.88968965
1165.84877,171.0318355,58.92299511,41.79487829
1694.794275,62.9068819,39.87826329,31.15796571
692.1063233,88.59684841,49.82451158,72.8950984
1123.029058,133.2549358,44.94195431,83.58116371
254.9746236,177.2591321,26.16653017,21.44385243
2808.893077,92.25879995,31.43037658,81.04369487
207.2474237,105.1174548,90.27915379,39.88917768
205.2085381,103.9329004,113.2957361,49.36307846
2048.239689,177.5677695,193.5022474,57.13197076
200.2103961,70.52767139,14.55807577,37.49919119
361.4096227,104.3938062,49.80123063,56.18910474
317.1112243,412.9187232,223.4857801,45.12842089
940.6437147,69.41565041,39.11477916,17.96241394
182.6486238,300.7030173,11.37489381,9.29135059
878.8745952,140.2436809,520.3216777,44.31229687
1917.067995,62.34837623,156.1375994,47.51808169
346.4995869,94.92716098,35.99458398,59.43458807
194.3198824,226.0578462,49.50696501,33.63190759
94.79266172,174.7428794,261.1486703,38.26333818
1545.755163,129.6505554,56.21285763,29.06338691
1575.042574,123.8916916,94.11025118,27.93870921
585.6382903,147.3227855,7.703987713,59.21080493
75.53951253,191.026671,180.1600644,49.96415129
992.4490796,44.07053945,11.29313245,64.5260286
367.1507719,130.695517,16.42189684,34.51585301
173.6653968,43.94416703,22.87537943,47.42804024
1126.823624,101.8909952,27.56733402,64.00374713
422.6843397,351.7563324,314.7571024,22.35316261
5347.075389,67.30561445,302.0449751,19.50546907
2317.238998,81.37842666,80.60287209,60.32052132
2560.054636,122.8776271,140.7654899,68.25295157
20.37810484,71.10907845,57.51734083,34.54565275
141.0372095,79.76669517,404.609874,36.4738635
2530.916611,54.38029029,28.3472291,28.03712506
1355.098526,94.83588132,22.09649651,50.83493399
841.0609455,52.19880107,117.6595617,25.85698972
1145.935727,140.1076984,3.199246486,48.00239779
1142.730522,71.88476611,51.92016217,20.58979979
712.9979762,147.4291613,88.90313935,55.14408194
312.432304,207.4173106,148.9003226,72.57601194
2863.815598,112.5861447,129.7140085,32.26011069
257.2891293,121.965768,240.1691188,71.83571532
164.3809377,331.0959489,16.354917,5.639657432
296.0465321,87.47078805,145.3727584,63.7737883
66.32691249,238.2162616,393.6650107,48.82978556
276.2674508,243.2537521,78.4022449,63.90981068
2426.681392,62.89488476,29.81236141,40.07990774
1427.547811,233.0999151,340.2084902,40.49970587
1340.08801,76.08832787,85.34212104,59.07676319
1002.95771,67.81793526,1.432677169,77.25628105
1328.552434,87.02269998,23.37134595,62.12818681
1094.940796,67.20434765,66.51581105,61.01970494
263.4179154,57.2471205,71.77657474,-4.74089356
84.56064947,203.5367597,95.93873262,48.08987707
177.1385414,78.95151121,1.966636227,21.9028719
6586.012823,88.00474764,12.80558193,51.28056468
482.2156997,75.06788078,139.7588337,16.56275137
260.8853979,52.85666549,9.692223324,15.63545261
1248.877993,91.96663728,191.1783219,57.80620344
895.3026104,54.99543622,148.88668,66.39461889
960.4721507,360.1657735,10.70183745,17.43479692
723.9866685,43.98330293,226.2639855,50.48736133
1775.656247,88.03663282,587.6129628,46.65952532
1962.968878,54.56856013,14.18877948,43.50535975
1861.024592,163.800511,57.69996939,28.35601846
3950.194498,56.05133455,39.09081813,54.87172543
1584.656129,192.8721827,29.00273684,41.75395115
256.9098066,39.32196808,40.90410682,30.37914545
235.8408612,110.2236459,32.22882344,46.74574731
1143.397948,128.4789605,195.4712611,31.60552516
807.7711593,250.5141777,198.3607411,-20.80479616
973.1743019,229.4029239,49.83443866,41.97908484
136.3580977,43.32087667,109.5432569,22.283579
348.1100444,207.158256,45.2468311,42.94421322
904.8905505,39.43327517,18.20070918,54.93754057
1003.405387,156.9793222,37.95099599,46.8347088
850.9177844,50.67834703,31.33051657,44.52695805
559.237631,258.6883209,330.355366,54.98466889
1385.6031,168.1686226,327.8830748,44.65820773
718.9192893,57.82842907,227.1543106,7.908125163
221.6785969,130.2763797,81.67608696,64.19484867
297.9990775,98.48381001,20.6957512,37.67731597
2266.495349,122.0413574,39.6663783,55.65870963
349.2790521,65.87388671,60.20238456,11.02100198
1551.496979,109.6297056,13.43072295,66.48882212
797.6602548,114.6286483,220.021841,64.98411876
416.3487353,34.92544052,34.29191948,92.9921214
973.9345554,126.7130672,87.65285195,69.04839964
2498.940131,58.05852255,100.0178435,52.11174078
3951.31042,67.52207189,23.50376632,33.5357941
471.6792111,258.5271754,14.38006039,23.29839252
398.3721645,65.30198785,8.351522256,75.66641592
1159.076768,137.104339,94.97619075,64.88342247
2238.389726,51.93145289,53.9171749,42.35759609
250.6083022,129.9214821,43.09842477,54.1708408
2356.375025,74.27854551,122.7281622,20.03077123
349.3836991,137.7034788,161.5343728,69.21096669
127.1459435,124.2812399,66.48938431,40.26497868
1619.179096,159.2304056,84.61481119,78.40645564
2085.458865,105.7726378,97.87071793,38.17519588
392.7963902,103.9177177,22.66977587,55.56703527
1367.055488,65.68597315,93.27387684,51.34104242
279.3137771,151.5820388,149.3450694,30.99778912
5265.887307,82.74823637,27.82289211,-4.05616421
957.264035,36.92683355,21.93856329,9.15543234
3058.438644,69.28682343,19.87031709,48.02045843
1587.170705,131.123213,31.74838051,-13.27514809
267.3533496,222.7874161,260.6311912,8.114736462
812.0332434,236.6396267,101.1914536,43.07732768
70.98893588,158.2158161,80.05080892,22.45592982
1904.10663,89.46389261,78.95142512,63.55449113
1347.450694,50.39143758,78.94543761,40.01329157
291.646515,51.41068243,87.73027679,-12.09112578
630.8928882,87.01828926,102.6751633,14.18525572
1531.798705,86.00906565,7.525047665,50.28250629
501.9180682,122.000267,304.6280662,40.73941855
201.567464,107.4643885,61.88413944,75.69935152
536.1634004,115.2028717,121.5265569,52.98827728
1720.092786,158.4090901,54.56710997,47.02626081
2459.151534,99.0708699,30.0720462,39.22808508
3833.407658,76.21280616,129.2307244,60.72888436
1094.757458,173.206473,122.9301291,58.96765622
914.0121051,123.7175443,185.6842901,77.46291759
1083.141209,76.70371691,22.54288257,4.983393744
2901.615289,48.27105579,111.2521669,29.15686279
157.7840098,64.27944267,56.35816507,30.93426855
113.7609617,61.83705084,83.089599,56.89884695
5.303072277,140.7778965,57.02166429,93.78121792
1698.397512,97.59631489,0.92966241,46.84859006
1602.495635,100.3361923,339.8587738,66.02453972
238.4289464,121.0983379,28.7786006,64.4132409
160.1231289,202.323398,96.5613058,56.8706477
1548.053837,92.9420167,185.6608987,83.16628201
4036.547472,61.1082914,72.31391228,29.14550204
139.9650503,94.15730976,126.7589984,60.80801131
1478.105673,91.95800153,387.1527665,33.13954209
2027.03755,463.4616446,54.27917859,28.47528911
135.2088639,89.97098849,86.5297434,54.65949906
334.6471302,136.8128562,74.87495873,43.32981076
496.5769616,92.21949426,50.07861387,56.67790336
285.2290446,66.31421602,100.430281,39.36627157
113.792653,76.07324824,85.14581465,50.34649315
334.2833626,129.139252,474.1030375,43.08594007
1397.774462,164.5449911,13.10728429,20.95308285
66.36049179,110.7520417,126.6197703,18.19803098
92.43954299,62.3436641,80.70507376,23.98913232
10.43166514,188.614453,74.94963954,47.9511409
1498.164285,102.121778,591.9633343,11.07824331
13.12243845,117.9434737,97.62383594,82.20013202
883.4194269,90.94581278,123.2192113,55.34568022
102.1031654,97.51231952,496.1321383,44.01238833
3603.018864,44.86266389,18.84995917,14.38257479
50.54934827,134.5224404,369.1366663,44.61614137
3351.233996,43.03701373,163.0238075,71.49812159
370.2087849,97.20743399,28.50287684,71.87419419
247.8757277,84.45443258,67.32580555,48.07297217
2555.063911,287.3394471,68.7481364,78.53007936
633.0124103,148.5737228,216.3466335,24.91266772
21.38155466,174.1686752,42.26886838,2.098353511
400.8608581,114.9971142,54.6909936,88.35214264
1474.610654,44.94478376,22.61228627,58.12611667
1121.232744,146.4836389,51.80724319,48.54363119
1444.827263,228.9565987,77.59893904,52.64718
59.75008616,171.2618514,79.77883522,44.47474043
690.1267301,74.18108289,75.02798851,39.71842389
26.79926135,96.1822542,21.48807385,34.685628
295.8417879,151.3058361,94.90528563,25.53078185
2095.76189,50.9204722,37.910545,38.7740511
1970.741372,194.3089687,46.83674378,65.07347795
61.03325403,92.93056188,14.56292598,28.44478969
472.7562106,132.4835629,31.6684797,9.143075043
4387.318421,161.7077909,48.68106199,14.79895802
57.28827701,104.1596506,2.29733058,63.05938519
707.7256889,322.7299755,92.70863537,34.74132132
2361.893514,80.01402774,86.8502798,69.20880301
1126.388379,341.9013259,51.09079098,32.41855321
345.4836556,77.04312856,187.0621312,30.77564028
201.5181682,89.80346455,142.2350932,15.22499034
1313.869785,88.24872565,26.73403284,58.24122935
199.2582646,237.1517411,96.44415622,40.41796321
1417.052026,94.25743697,136.7198555,51.11135424
659.7068077,122.2152284,167.4780243,56.06132002
1449.334582,82.34015674,217.2776612,53.85382659
807.5116633,82.15433616,294.7058763,76.40202355
564.7591422,51.87505787,30.64613879,31.40671531
108.5471115,142.8875953,148.1067463,70.4744399
1046.07844,158.0455438,10.5915509,68.3695665
1778.631961,69.8388248,179.4130098,3.272405179
1169.761769,47.57241807,112.1168019,56.34346431
992.660962,144.8790807,79.4471468,36.05207537
593.3188801,75.46600599,4.468783355,74.65292977
711.688783,80.24119667,49.83315828,6.571725241
3282.786421,215.9439977,204.9494646,31.96825078
699.3197584,148.836965,113.4310496,46.91523757
126.0615462,42.7047165,49.46080988,69.39037069
751.0053673,70.90240002,246.5558554,19.94493757
1308.759668,111.2537679,1.383445223,37.59179479
3030.568786,111.9447993,58.26885417,5.356339619
320.2595781,90.35710151,157.5300778,31.18930205
1441.090629,161.6497387,54.45485435,14.61275084
1437.386258,102.2938424,19.60611795,3.712365204
602.8934694,71.05326661,31.46774742,49.14975724
1094.873697,136.6130773,48.6544659,44.74061595
1459.308743,69.04486591,165.6537123,39.99694374
1190.486258,58.25944886,101.1387296,90.35559193
372.5980432,135.8884425,220.9461843,21.23105117
148.7308363,78.27539097,0.517578896,1.466936333
153.388645,127.1059604,11.99303368,73.46752026
479.4601474,107.1711471,69.12546058,29.96764075
2990.283347,155.2621177,157.5054715,57.83216546
2378.381679,99.38816611,136.2032326,33.4821428
559.1217545,143.3675128,187.9760855,50.05805906
233.3680055,100.69416,8.024780898,56.00635041
224.568243,163.0002927,220.5354634,23.06012263
1.005700954,129.444635,69.47932948,47.72397485
965.9045077,78.96953469,37.40171517,41.72299837
507.8248367,79.05823927,9.065584762,41.05670474
1427.524203,54.66401848,25.77476462,6.519793148
729.061013,126.0044024,232.6087713,73.55791056
76.78110711,87.27442578,61.46371947,37.47608708
